"ID","EVENT_TYPE","STARTTIME","DISTANCE_KM","EVENT_DATE","RESULT_FINAL","ADDRESS","CITY","REGION","COUNTRY","RACE_ID"
"2026-06-21_CCRRE","RUN",2026-06-21 13:15:01,2.28872,2026-06-21,572,"ORANGE TRAIL, GUELPH/ERAMOSA, WELLINGTON COUNTY, SOUTHWESTERN ONTARIO, ONTARIO, N1H 6J1, CANADA","GUELPH/ERAMOSA","ONTARIO","CANADA","2026-06-21_QKANH"
"2026-06-21_ZGDAW","BIKE",2026-06-21 13:26:42,17.3556,2026-06-21,1857,"5528, WATSON ROAD NORTH, GUELPH/ERAMOSA, WELLINGTON COUNTY, SOUTHWESTERN ONTARIO, ONTARIO, N1H 6J1, CANADA","GUELPH/ERAMOSA","ONTARIO","CANADA","2026-06-21_QKANH"
"2026-06-21_EQBNY","RUN",2026-06-21 13:58:01,5.0053,2026-06-21,1347,"ORANGE TRAIL, GUELPH/ERAMOSA, WELLINGTON COUNTY, SOUTHWESTERN ONTARIO, ONTARIO, N1H 6J1, CANADA","GUELPH/ERAMOSA","ONTARIO","CANADA","2026-06-21_QKANH"
