"DEVICE","EVENT_DATE","EVENT_DISTANCE","EVENT_NAME","EVENT_TYPE","RACE_ID","POINT_FLAG"
"FR965",2026-06-21,"2K/19K/5K","SPRINT DUATHLON","DUATHLON","2026-06-21_QKANH",FALSE
