"SECS","KM","CAD","HR","ID","PACE","WATTS","LRBALANCE","LTE","RTE","LPS","RPS","LPPB","RPPB","LPPE","RPPE","LPPPB","RPPPB","LPPPE","RPPPE","ALT","LAT","LON","SLOPE","RVERT","RCON","TEMP","KPH"
90,0.09375,29.313,126,"2026-03-14_MFXAB",1.63750095520889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.66412
91,0.0947917,29.313,126,"2026-03-14_MFXAB",1.63750095520889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.66412
92,0.0958333,29.313,126,"2026-03-14_MFXAB",1.63750095520889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.66412
93,0.096875,29.313,127,"2026-03-14_MFXAB",1.63750095520889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.66412
94,0.0979167,29.313,128,"2026-03-14_MFXAB",1.63750095520889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.66412
95,0.0989583,29.313,128,"2026-03-14_MFXAB",1.63750095520889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.66412
96,0.1,29.313,129,"2026-03-14_MFXAB",1.63750095520889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.66412
97,0.1,30.0723,130,"2026-03-14_MFXAB",1.72916642650466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.46988
98,0.10098,30.0723,130,"2026-03-14_MFXAB",1.72916642650466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.46988
99,0.101961,30.0723,131,"2026-03-14_MFXAB",1.72916642650466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.46988
100,0.102941,30.0723,130,"2026-03-14_MFXAB",1.72916642650466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.46988
101,0.103922,30.0723,131,"2026-03-14_MFXAB",1.72916642650466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.46988
102,0.104902,30.0723,131,"2026-03-14_MFXAB",1.72916642650466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.46988
103,0.105882,30.0723,131,"2026-03-14_MFXAB",1.72916642650466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.46988
104,0.106863,30.0723,131,"2026-03-14_MFXAB",1.72916642650466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.46988
105,0.107843,30.0723,131,"2026-03-14_MFXAB",1.72916642650466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.46988
106,0.108824,30.0723,131,"2026-03-14_MFXAB",1.72916642650466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.46988
107,0.109804,30.0723,131,"2026-03-14_MFXAB",1.72916642650466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.46988
108,0.110784,30.0723,131,"2026-03-14_MFXAB",1.72916642650466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.46988
109,0.111765,30.0723,131,"2026-03-14_MFXAB",1.72916642650466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.46988
110,0.112745,30.0723,131,"2026-03-14_MFXAB",1.72916642650466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.46988
111,0.113725,30.0723,131,"2026-03-14_MFXAB",1.72916642650466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.46988
112,0.114706,30.0723,132,"2026-03-14_MFXAB",1.72916642650466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.46988
