"DEVICE","EVENT_DATE","EVENT_DISTANCE","EVENT_NAME","EVENT_TYPE","RACE_ID","POINT_FLAG"
"FR965",2026-08-09,"5K/20K/2.5K","DUATHLON","DUATHLON","2026-08-09_PBQVH",FALSE
