"SECS","KM","CAD","HR","ID","PACE","WATTS","LRBALANCE","LTE","RTE","LPS","RPS","LPPB","RPPB","LPPE","RPPE","LPPPB","RPPPB","LPPPE","RPPPE","ALT","LAT","LON","SLOPE","RVERT","RCON","TEMP","KPH"
298,1.24004,88,165,"2026-04-18_HQLNR",4.00544740847553,380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199.2,43.587015245,-79.754315149,0.498717,9.55,229,19,14.9796
299,1.2442,89,164,"2026-04-18_HQLNR",4.00544740847553,364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199,43.586986327,-79.754312802,-0.479565,9.55,229,20,14.9796
300,1.24839,88,164,"2026-04-18_HQLNR",3.97867430572133,354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199,43.586943915,-79.754322441,-0.479565,9.58,228,19,15.0804
301,1.25257,88,164,"2026-04-18_HQLNR",3.98724082934609,350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199,43.586918769,-79.754322357,-0.479565,9.58,228,19,15.048
302,1.25675,88,164,"2026-04-18_HQLNR",3.98724082934609,344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198.8,43.586876944,-79.754331158,-0.958034,9.58,228,19,15.048
303,1.26097,88,166,"2026-04-18_HQLNR",3.95225673859774,339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198.6,43.586839644,-79.754337529,-1.43197,9.62,227,19,15.1812
304,1.26519,87,166,"2026-04-18_HQLNR",3.94290671082722,341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198.6,43.586801087,-79.754344737,-1.92337,9.82,229,19,15.2172
305,1.26944,87,167,"2026-04-18_HQLNR",3.92618767177071,339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198.4,43.586759429,-79.754356053,-2.39396,9.82,229,19,15.282
306,1.27367,87,167,"2026-04-18_HQLNR",3.94290671082722,337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198.2,43.586724477,-79.754356723,-2.37657,9.82,229,19,15.2172
307,1.27789,87,166,"2026-04-18_HQLNR",3.94290671082722,333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198,43.58668307,-79.754377175,-2.85051,9.82,229,19,15.2172
308,1.28207,86,166,"2026-04-18_HQLNR",3.98724082934609,331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198,43.586651387,-79.754384467,-2.85051,9.95,233,19,15.048
309,1.28622,87,166,"2026-04-18_HQLNR",4.02284978678896,325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197.8,43.586610734,-79.754410535,-2.85167,9.71,232,19,14.9148
310,1.29034,87,166,"2026-04-18_HQLNR",4.05022276225192,321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197.8,43.586579637,-79.754431909,-2.85167,9.7,232,19,14.814
311,1.29445,87,166,"2026-04-18_HQLNR",4.05022276225192,320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197.8,43.586546697,-79.754472896,-2.85167,9.7,232,19,14.814
312,1.2986,87,167,"2026-04-18_HQLNR",4.01412973667309,321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197.8,43.586522305,-79.754515309,-2.3732,9.74,231,19,14.9472
313,1.3028,88,169,"2026-04-18_HQLNR",3.96919901563864,325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198,43.586497159,-79.754557889,-1.42307,9.58,228,19,15.1164
314,1.307,88,169,"2026-04-18_HQLNR",3.96919901563864,328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198,43.586474696,-79.754601642,-1.42307,9.58,228,19,15.1164
315,1.31121,88,170,"2026-04-18_HQLNR",3.95225673859774,330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198,43.586456591,-79.754650844,-0.952484,9.62,227,19,15.1812
316,1.31541,88,170,"2026-04-18_HQLNR",3.96919901563864,332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198.2,43.586441252,-79.75470256,0,9.58,228,19,15.1164
317,1.31955,88,170,"2026-04-18_HQLNR",4.03258327284458,338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198.2,43.586427254,-79.754756037,0.470453,9.51,230,19,14.8788
318,1.32363,87,170,"2026-04-18_HQLNR",4.07797080172906,340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198.2,43.586424572,-79.754815632,0.470453,9.67,233,19,14.7132
319,1.32767,87,169,"2026-04-18_HQLNR",4.12541254125412,345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198.2,43.586422225,-79.754864583,0.952381,9.63,234,19,14.544
320,1.33166,87,168,"2026-04-18_HQLNR",4.18340026773762,350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198.2,43.586432703,-79.75492401,0.952381,9.55,236,19,14.3424
321,1.33562,87,168,"2026-04-18_HQLNR",4.21300977418268,355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198.4,43.586439241,-79.754976397,1.45743,9.51,237,19,14.2416
322,1.33951,88,167,"2026-04-18_HQLNR",4.27350427350427,359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198.6,43.586455669,-79.755037837,1.97157,9.47,238,19,14.04
323,1.3434,88,167,"2026-04-18_HQLNR",4.29331959471063,361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198.6,43.586463464,-79.755084272,1.49538,9.28,236,19,13.9752
324,1.34727,88,166,"2026-04-18_HQLNR",4.30440771349862,364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198.8,43.586482491,-79.755137162,2.01218,9.24,237,19,13.9392
325,1.35115,88,166,"2026-04-18_HQLNR",4.29331959471063,365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198.8,43.58649431,-79.755179575,2.01218,9.28,236,19,13.9752
326,1.35503,88,166,"2026-04-18_HQLNR",4.29331959471063,368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199,43.586513169,-79.755227687,2.05145,9.28,236,19,13.9752
327,1.35891,88,166,"2026-04-18_HQLNR",4.29331959471063,367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199,43.586523982,-79.755271776,2.05145,9.28,236,19,13.9752
328,1.36278,88,166,"2026-04-18_HQLNR",4.31443610320131,365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199,43.586544769,-79.755320139,2.05145,9.24,237,19,13.9068
329,1.36667,88,166,"2026-04-18_HQLNR",4.28338901739056,359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199,43.586560443,-79.755359366,2.05145,9.28,236,19,14.0076
330,1.37055,88,166,"2026-04-18_HQLNR",4.29331959471063,353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199,43.586579973,-79.755400186,2.05145,9.28,236,19,13.9752
331,1.3744,89,166,"2026-04-18_HQLNR",4.32451133021969,353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198.8,43.586594557,-79.755442599,1.02692,9.06,235,19,13.8744
332,1.37829,89,165,"2026-04-18_HQLNR",4.29331959471063,352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199,43.586614925,-79.755486268,1.02692,9.1,234,19,13.9752
333,1.38216,89,165,"2026-04-18_HQLNR",4.29331959471063,354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199,43.586634707,-79.755529938,1.02692,9.1,234,19,13.9752
334,1.38603,88,164,"2026-04-18_HQLNR",4.31443610320131,354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199,43.586652309,-79.755566902,0.510122,9.24,237,19,13.9068
335,1.38987,88,164,"2026-04-18_HQLNR",4.33576135969476,352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199,43.586673682,-79.755611829,0.510122,9.24,237,19,13.8384
336,1.39376,88,164,"2026-04-18_HQLNR",4.29331959471063,350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198.8,43.586690362,-79.755651308,-0.519481,9.28,236,19,13.9752
337,1.39761,88,164,"2026-04-18_HQLNR",4.32451133021969,351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198.8,43.586718861,-79.755691793,-0.519481,9.24,237,19,13.8744
338,1.40146,88,164,"2026-04-18_HQLNR",4.32451133021969,348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198.6,43.586737217,-79.755726578,-1.03896,9.24,237,19,13.8744
339,1.40529,88,165,"2026-04-18_HQLNR",4.3561596096881,346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198.6,43.586767727,-79.755764967,-1.03896,9.2,238,19,13.7736
340,1.40916,89,166,"2026-04-18_HQLNR",4.30440771349862,346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198.6,43.586786084,-79.755797405,-1.03896,9.09,234,19,13.9392
341,1.41306,89,166,"2026-04-18_HQLNR",4.27350427350427,347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198.6,43.586814247,-79.755831435,-0.519481,9.1,234,19,14.04
342,1.41699,90,166,"2026-04-18_HQLNR",4.24304141208418,350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198.6,43.58683495,-79.755859598,-1.03362,8.96,231,19,14.1408
343,1.42096,90,166,"2026-04-18_HQLNR",4.19287211740042,351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198.8,43.586857749,-79.755905699,-0.529841,9,230,19,14.31
344,1.42501,90,166,"2026-04-18_HQLNR",4.12541254125412,361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198.8,43.586863281,-79.755939478,-0.529841,9.07,228,19,14.544
345,1.42907,90,165,"2026-04-18_HQLNR",4.09701737135365,368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198.8,43.586879207,-79.755991865,-0.529841,9.07,228,19,14.6448
346,1.43314,89,165,"2026-04-18_HQLNR",4.09701737135365,368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198.8,43.586884571,-79.75603017,-0.0157022,9.29,229,19,14.6448
347,1.43725,89,165,"2026-04-18_HQLNR",4.05022276225192,368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198.8,43.586894294,-79.756084653,-0.0157022,9.32,228,19,14.814
348,1.4414,89,165,"2026-04-18_HQLNR",4.02284978678896,371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198.8,43.586896725,-79.756125472,0.503778,9.36,227,19,14.9148
349,1.44558,89,165,"2026-04-18_HQLNR",3.98724082934609,372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198.8,43.586906113,-79.756180961,0.503778,9.39,226,19,15.048
350,1.44977,89,164,"2026-04-18_HQLNR",3.96919901563864,374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198.8,43.586909465,-79.756223205,0.503778,9.4,226,19,15.1164
351,1.45399,88,164,"2026-04-18_HQLNR",3.95225673859774,374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198.8,43.58691726,-79.756279783,0.503778,9.62,227,19,15.1812
352,1.45822,88,164,"2026-04-18_HQLNR",3.94290671082722,370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198.8,43.586920026,-79.7563315,0.503778,9.62,227,19,15.2172
353,1.46244,89,163,"2026-04-18_HQLNR",3.95225673859774,364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198.8,43.58692011,-79.75638045,0,9.43,225,19,15.1812
354,1.46661,88,163,"2026-04-18_HQLNR",3.99584432190522,361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198.8,43.586911058,-79.756424203,0,9.55,229,19,15.0156
355,1.47075,87,163,"2026-04-18_HQLNR",4.02284978678896,353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198.8,43.586888678,-79.756449684,0,9.71,232,19,14.9148
356,1.47488,87,163,"2026-04-18_HQLNR",4.03258327284458,350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198.8,43.586858587,-79.756469549,0,9.71,232,19,14.8788
357,1.47903,87,163,"2026-04-18_HQLNR",4.02284978678896,350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198.6,43.586829334,-79.756476506,-0.481928,9.71,232,19,14.9148
358,1.48318,87,163,"2026-04-18_HQLNR",4.01412973667309,350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198.8,43.586789688,-79.756472735,0,9.74,231,19,14.9472
359,1.48738,87,163,"2026-04-18_HQLNR",3.96919901563864,351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198.8,43.586761273,-79.756452618,0,9.78,230,19,15.1164
360,1.4916,87,164,"2026-04-18_HQLNR",3.94290671082722,355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199,43.58671995,-79.756436106,0.473934,9.82,229,19,15.2172
361,1.49584,87,164,"2026-04-18_HQLNR",3.93452943028014,355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199,43.586693883,-79.756413055,0.473934,9.82,229,19,15.2496
362,1.50007,88,164,"2026-04-18_HQLNR",3.94290671082722,351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199,43.586650464,-79.756392939,0.473934,9.62,227,19,15.2172
363,1.50429,90,165,"2026-04-18_HQLNR",3.94290671082722,349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199,43.586620206,-79.756366704,0.473934,9.25,223,19,15.2172
364,1.50852,90,165,"2026-04-18_HQLNR",3.94290671082722,348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199,43.586579637,-79.756347258,0.473934,9.25,223,19,15.2172
365,1.51276,90,165,"2026-04-18_HQLNR",3.93452943028014,349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199,43.586550552,-79.756323537,0.473934,9.25,223,19,15.2496
366,1.51697,90,165,"2026-04-18_HQLNR",3.95225673859774,353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199,43.586510235,-79.756297218,0.473934,9.25,223,19,15.1812
367,1.52119,89,166,"2026-04-18_HQLNR",3.95225673859774,353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199.2,43.586484084,-79.756269725,1.4298,9.43,225,19,15.1812
368,1.52541,89,166,"2026-04-18_HQLNR",3.95225673859774,351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199.2,43.586448544,-79.75623603,0.947867,9.43,225,19,15.1812
369,1.5296,89,166,"2026-04-18_HQLNR",3.97867430572133,349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199.2,43.586423315,-79.756204346,0.947867,9.39,226,19,15.0804
370,1.53379,89,166,"2026-04-18_HQLNR",3.97867430572133,348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199.4,43.586396577,-79.756160844,0.951261,9.39,226,19,15.0804
371,1.53801,89,166,"2026-04-18_HQLNR",3.95225673859774,348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199.4,43.586378556,-79.756120108,0.951261,9.43,225,19,15.1812
372,1.54225,89,166,"2026-04-18_HQLNR",3.93452943028014,352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199.6,43.586362211,-79.756083982,1.42296,9.43,225,19,15.2496
373,1.54652,89,167,"2026-04-18_HQLNR",3.90046025431001,356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199.8,43.586350392,-79.756048191,1.89134,9.47,224,19,15.3828
374,1.55081,89,167,"2026-04-18_HQLNR",3.88319353836595,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,43.586330946,-79.75601064,2.35754,9.5,223,19,15.4512
375,1.55508,89,167,"2026-04-18_HQLNR",3.90046025431001,362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.2,43.586310243,-79.755966719,2.82593,9.47,224,19,15.3828
376,1.55937,90,167,"2026-04-18_HQLNR",3.89135341271694,357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.4,43.586292473,-79.755925648,3.29213,9.32,221,19,15.4188
377,1.56361,89,166,"2026-04-18_HQLNR",3.92618767177071,357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.4,43.586276883,-79.7558772,2.81819,9.47,224,19,15.282
378,1.56781,89,165,"2026-04-18_HQLNR",3.96919901563864,351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.4,43.586264394,-79.755838727,2.81819,9.4,226,19,15.1164
379,1.57197,89,164,"2026-04-18_HQLNR",4.00544740847553,347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.4,43.586243691,-79.755792376,2.81819,9.36,227,19,14.9796
380,1.57609,88,165,"2026-04-18_HQLNR",4.04138376980278,345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.6,43.586231872,-79.755753903,2.8263,9.51,230,19,14.8464
381,1.58019,88,164,"2026-04-18_HQLNR",4.06901041666667,347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.8,43.586215444,-79.755704785,3.31411,9.47,231,19,14.7456
382,1.58429,88,164,"2026-04-18_HQLNR",4.06901041666667,348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.8,43.586207816,-79.75566078,2.84241,9.47,231,19,14.7456
383,1.58836,88,164,"2026-04-18_HQLNR",4.08697073728952,352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,43.586184598,-79.75561074,2.86543,9.47,231,19,14.6808
384,1.59247,88,166,"2026-04-18_HQLNR",4.05910050332846,353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,43.586170601,-79.755568579,2.39923,9.51,230,19,14.7816
385,1.59658,88,167,"2026-04-18_HQLNR",4.05022276225192,354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,43.586142102,-79.755518036,1.93084,9.51,230,19,14.814
386,1.60071,88,166,"2026-04-18_HQLNR",4.04138376980278,354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,43.586122405,-79.755480066,1.46464,9.51,230,19,14.8464
387,1.60482,88,166,"2026-04-18_HQLNR",4.05022276225192,351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201.2,43.58609684,-79.75543254,1.95126,9.51,230,19,14.814
388,1.60892,87,166,"2026-04-18_HQLNR",4.06901041666667,350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201.2,43.586072448,-79.755396666,1.95126,9.67,233,19,14.7456
389,1.61297,87,166,"2026-04-18_HQLNR",4.11522633744856,349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201.2,43.586047806,-79.75535878,1.95126,9.63,234,19,14.58
390,1.61699,87,166,"2026-04-18_HQLNR",4.1438753522294,347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201.4,43.586022828,-79.755321061,1.96334,9.59,235,19,14.4792
391,1.62096,87,165,"2026-04-18_HQLNR",4.19287211740042,347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201.4,43.585997179,-79.755292479,1.47553,9.55,236,19,14.31
392,1.62489,87,164,"2026-04-18_HQLNR",4.24304141208418,347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201.6,43.585965914,-79.755261466,1.98444,9.51,237,19,14.1408
393,1.62882,87,165,"2026-04-18_HQLNR",4.25278557455133,346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201.6,43.585943451,-79.755237829,1.49304,9.47,238,19,14.1084
394,1.6327,88,165,"2026-04-18_HQLNR",4.28338901739056,345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201.8,43.58591051,-79.755206061,2.0085,9.28,236,19,14.0076
395,1.6366,88,165,"2026-04-18_HQLNR",4.28338901739056,344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201.8,43.585892489,-79.755184101,2.0085,9.28,236,19,14.0076
396,1.64049,88,165,"2026-04-18_HQLNR",4.27350427350427,345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202,43.585870528,-79.755148478,2.52264,9.28,236,19,14.04
397,1.64443,88,166,"2026-04-18_HQLNR",4.2322668020992,347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202.2,43.58586047,-79.755113525,2.54364,9.32,235,19,14.1768
398,1.64843,88,167,"2026-04-18_HQLNR",4.16354400866017,352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202.4,43.585850077,-79.755068682,3.04364,9.4,233,19,14.4108
399,1.65252,88,168,"2026-04-18_HQLNR",4.07797080172906,359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202.4,43.585835408,-79.755020318,3.04364,9.47,231,18,14.7132
400,1.65667,87,168,"2026-04-18_HQLNR",4.01412973667309,361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202.4,43.585815292,-79.754974805,2.54612,9.74,231,18,14.9472
401,1.66087,87,168,"2026-04-18_HQLNR",3.96919901563864,361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202.4,43.585794588,-79.754926106,2.54612,9.78,230,18,15.1164
402,1.66511,87,166,"2026-04-18_HQLNR",3.93452943028014,359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202,43.585771203,-79.75488252,1.09382,9.82,229,18,15.2496
403,1.66933,87,167,"2026-04-18_HQLNR",3.95225673859774,359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201.6,43.585742285,-79.754841952,0.145953,9.78,230,19,15.1812
404,1.67353,88,168,"2026-04-18_HQLNR",3.96070975918885,355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201.4,43.585720325,-79.754807837,-0.845701,9.78,230,18,15.1488
405,1.67774,88,169,"2026-04-18_HQLNR",3.96070975918885,353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201.2,43.585692329,-79.754772633,-1.32076,9.58,228,18,15.1488
406,1.68198,88,170,"2026-04-18_HQLNR",3.93452943028014,353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201.2,43.585671123,-79.754740866,-1.8349,9.62,227,18,15.2496
407,1.68625,89,170,"2026-04-18_HQLNR",3.90046025431001,356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201.4,43.585639356,-79.754699208,-1.87413,9.66,226,18,15.3828
408,1.69058,89,170,"2026-04-18_HQLNR",3.85802469135802,363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201.6,43.585622676,-79.754664088,-1.91224,9.54,222,18,15.552
409,1.69496,88,169,"2026-04-18_HQLNR",3.80083618396047,369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201.6,43.585604906,-79.754610611,-1.91224,9.57,221,18,15.786
410,1.69933,88,169,"2026-04-18_HQLNR",3.80865326020719,376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201.8,43.585594848,-79.754567193,-1.45457,9.76,223,18,15.7536
411,1.70367,88,169,"2026-04-18_HQLNR",3.84113082891603,374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201.8,43.585577749,-79.754500976,-1.45457,9.73,224,18,15.6204
412,1.70798,88,169,"2026-04-18_HQLNR",3.87506781368674,373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202,43.585566433,-79.754459066,-0.0471363,9.69,225,18,15.4836
413,1.71223,88,169,"2026-04-18_HQLNR",3.91696043869957,369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202,43.585551848,-79.75442009,0.900731,9.66,226,18,15.318
414,1.71639,88,169,"2026-04-18_HQLNR",4.00544740847553,365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202.2,43.585539695,-79.754378265,1.85769,9.55,229,18,14.9796
415,1.72049,88,169,"2026-04-18_HQLNR",4.05910050332846,359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202.2,43.585530978,-79.754345156,2.33275,9.51,230,18,14.7816
416,1.72458,88,169,"2026-04-18_HQLNR",4.07797080172906,357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202.2,43.585525948,-79.754298553,2.33275,9.47,231,18,14.7132
417,1.72865,88,169,"2026-04-18_HQLNR",4.09701737135365,352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202.4,43.585527709,-79.754255134,2.35577,9.47,231,18,14.6448
418,1.73269,88,169,"2026-04-18_HQLNR",4.12541254125412,348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202.4,43.585520165,-79.754206519,1.89387,9.43,232,18,14.544
419,1.73672,88,169,"2026-04-18_HQLNR",4.13462333581411,347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202.6,43.585528295,-79.754167041,2.39015,9.43,232,18,14.5116
420,1.74075,88,169,"2026-04-18_HQLNR",4.13462333581411,343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202.8,43.585531313,-79.754111552,2.42876,9.43,232,18,14.5116
421,1.74476,88,170,"2026-04-18_HQLNR",4.15420405450316,342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203,43.585535755,-79.754072241,2.92752,9.4,233,18,14.4432
422,1.74874,88,170,"2026-04-18_HQLNR",4.19287211740042,342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202.8,43.585537012,-79.754018932,1.96097,9.36,234,18,14.31
423,1.75275,88,170,"2026-04-18_HQLNR",4.15420405450316,340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202.6,43.585541874,-79.753970401,1.46221,9.4,233,18,14.4432
424,1.75679,88,169,"2026-04-18_HQLNR",4.12541254125412,341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202.4,43.58553827,-79.7539155,0.486394,9.43,232,18,14.544
