"ID","EVENT_TYPE","STARTTIME","DISTANCE_KM","EVENT_DATE","RESULT_FINAL","ADDRESS","CITY","REGION","COUNTRY","RACE_ID"
"2026-04-18_HQLNR","RUN",2026-04-18 13:00:56,5.01871,2026-04-18,1254,"LAKE AQUITAINE TRAIL, MEADOWVALE, MISSISSAUGA, PEEL REGION, GOLDEN HORSESHOE, ONTARIO, L5N 8P9, CANADA","MISSISSAUGA","ONTARIO","CANADA","2026-04-18_USWZU"
