"DEVICE","EVENT_DATE","EVENT_DISTANCE","EVENT_NAME","EVENT_TYPE","RACE_ID","POINT_FLAG"
"FR965",2026-06-28,"5K/20K/2.5K","SPRINT DUATHLON","DUATHLON","2026-06-28_VXBCX",FALSE
